competencia;tp_ocde;chave_ies;co_ies;co_curso;co_municipio;tp_categoria_administrativa;ano_funcionamento;qt_matricula_total;qt_ingresso_total;qt_concluinte_total;qt_vaga_total;qt_inscrito_total
2012;Enfermagem;176_2012;176;103263;;Privada sem fins lucrativos;2007;11,0;0,0;11,0;0;0
2012;Enfermagem;878_2012;878;44027;313130;Privada sem fins lucrativos;2001;118,0;32,0;29,0;60;46
2012;Fisioterapia;677_2012;677;15644;330455;Privada sem fins lucrativos;1977;243,0;72,0;53,0;40;67
2012;Enfermagem;527_2012;527;10808;520870;Privada sem fins lucrativos;1944;430,0;86,0;115,0;180;122
2012;Enfermagem;4901_2012;4901;108441;510790;Privada com fins lucrativos;2008;235,0;32,0;56,0;200;456
2012;Enfermagem;4586_2012;4586;118364;521800;Privada com fins lucrativos;2009;228,0;37,0;75,0;80;46
2012;Odontologia;670_2012;670;15476;350760;Privada sem fins lucrativos;1973;237,0;76,0;23,0;70;278
2012;Medicina;3_2012;3;303;280030;Pública Federal;1961;670,0;105,0;94,0;100;1998
2012;Enfermagem;1107_2012;1107;5000235;230440;Privada com fins lucrativos;2010;1343,0;705,0;0,0;400;2889
2012;Enfermagem;3974_2012;3974;1150508;520620;Especial;2009;24,0;0,0;0,0;0;0
2012;Odontologia;1157_2012;1157;96096;320460;Privada sem fins lucrativos;2007;162,0;57,0;28,0;80;125
2012;Enfermagem;330_2012;330;19295;330220;Privada sem fins lucrativos;1998;262,0;88,0;94,0;60;68
2012;Fisioterapia;216_2012;216;53701;310620;Privada sem fins lucrativos;2002;154,0;47,0;30,0;120;158
2012;Enfermagem;4566_2012;4566;101922;240810;Privada com fins lucrativos;2007;485,0;52,0;115,0;240;45
2012;Odontologia;3641_2012;3641;3527;350550;Privada sem fins lucrativos;1984;285,0;94,0;40,0;80;138
2012;Medicina;308_2012;308;65924;313670;Privada sem fins lucrativos;2002;722,0;76,0;118,0;42;956
2012;Fisioterapia;449_2012;449;97471;432150;Privada sem fins lucrativos;2006;178,0;64,0;23,0;100;74
2012;Enfermagem;1115_2012;1115;71257;211130;Privada sem fins lucrativos;2004;442,0;75,0;95,0;100;150
2012;Enfermagem;415_2012;415;46875;355030;Privada sem fins lucrativos;2001;205,0;69,0;55,0;80;400
2012;Enfermagem;792_2012;792;92284;150140;Privada sem fins lucrativos;2006;222,0;80,0;63,0;100;190
2012;Enfermagem;1850_2012;1850;75871;411520;Privada sem fins lucrativos;2005;80,0;70,0;2,0;170;39
2012;Odontologia;586_2012;586;14361;330455;Pública Federal;1856;364,0;83,0;79,0;80;5558
2012;Medicina;2158_2012;2158;1104264;250370;Privada com fins lucrativos;2012;60,0;60,0;0,0;60;1658
2012;Enfermagem;824_2012;824;123863;520910;Pública Municipal;2009;322,0;79,0;0,0;100;137
2012;Enfermagem;2564_2012;2564;107492;250510;Pública Federal;2007;365,0;87,0;39,0;90;830
2012;Fisioterapia;163_2012;163;82838;330070;Privada com fins lucrativos;2005;197,0;56,0;53,0;52;218
2012;Enfermagem;994_2012;994;5000517;330170;Privada sem fins lucrativos;2010;218,0;185,0;0,0;100;256
2012;Fisioterapia;1600_2012;1600;67204;314330;Privada sem fins lucrativos;2004;439,0;214,0;59,0;100;300
2012;Odontologia;571_2012;571;12584;410690;Pública Federal;1912;450,0;99,0;75,0;92;2178
2012;Fisioterapia;1735_2012;1735;75875;230730;Privada com fins lucrativos;2005;567,0;175,0;48,0;200;147
2012;Enfermagem;4959_2012;4959;118354;291080;Privada com fins lucrativos;2010;367,0;207,0;0,0;100;890
2012;Fisioterapia;580_2012;580;13614;261160;Pública Federal;1973;330,0;67,0;44,0;66;1181
2012;Enfermagem;521_2012;521;10594;353060;Privada com fins lucrativos;1973;307,0;85,0;52,0;180;323
2012;Medicina;575_2012;575;12970;310620;Pública Federal;1912;2087,0;325,0;326,0;322;16033
2012;Odontologia;472_2012;472;9722;330170;Privada sem fins lucrativos;1980;407,0;135,0;57,0;100;166
2012;Enfermagem;1041_2012;1041;38264;431140;Privada sem fins lucrativos;2000;261,0;53,0;47,0;110;194
2012;Medicina;501_2012;501;10224;320530;Privada sem fins lucrativos;1968;863,0;142,0;131,0;120;2229
2012;Fisioterapia;575_2012;575;12964;310620;Pública Federal;1979;367,0;93,0;46,0;75;582
2012;Fisioterapia;14_2012;14;57728;431870;Privada sem fins lucrativos;2002;324,0;111,0;22,0;100;172
2012;Enfermagem;3864_2012;3864;99644;290070;Privada com fins lucrativos;2007;287,0;141,0;24,0;160;312
2012;Enfermagem;71_2012;71;3564;240800;Pública Estadual;1971;109,0;24,0;21,0;26;396
2012;Fisioterapia;3400_2012;3400;82662;353730;Privada com fins lucrativos;2005;177,0;129,0;10,0;120;130
2012;Enfermagem;669_2012;669;47706;130260;Privada sem fins lucrativos;2000;369,0;159,0;129,0;200;1008
2012;Enfermagem;83_2012;83;39354;420230;Privada sem fins lucrativos;2000;2,0;0,0;2,0;0;0
2012;Enfermagem;1917_2012;1917;51270;110004;Privada com fins lucrativos;2002;190,0;60,0;57,0;100;217
2012;Odontologia;2530_2012;2530;1042668;351880;Privada com fins lucrativos;2010;165,0;165,0;0,0;200;200
2012;Fisioterapia;322_2012;322;5000423;350280;Privada sem fins lucrativos;2010;71,0;45,0;0,0;198;198
2012;Enfermagem;194_2012;194;28072;330455;Privada sem fins lucrativos;1985;111,0;20,0;27,0;80;18
2012;Enfermagem;1043_2012;1043;14863;350330;Privada sem fins lucrativos;1980;200,0;84,0;35,0;120;119
2012;Fisioterapia;277_2012;277;6631;330455;Privada sem fins lucrativos;1964;407,0;107,0;57,0;180;346
2012;Fisioterapia;449_2012;449;9309;430460;Privada sem fins lucrativos;1992;221,0;73,0;21,0;180;98
2012;Enfermagem;694_2012;694;21826;500830;Pública Federal;2000;119,0;42,0;38,0;40;599
2012;Fisioterapia;1042_2012;1042;20331;410690;Privada com fins lucrativos;1999;111,0;52,0;29,0;60;86
2012;Fisioterapia;1659_2012;1659;74924;353470;Privada com fins lucrativos;2005;325,0;104,0;33,0;100;433
2012;Enfermagem;367_2012;367;7841;314330;Pública Estadual;1996;227,0;43,0;46,0;38;478
2012;Medicina;671_2012;671;39415;500270;Privada com fins lucrativos;2000;564,0;85,0;141,0;80;1000
2012;Enfermagem;2581_2012;2581;81194;292740;Privada com fins lucrativos;2005;507,0;1,0;83,0;200;29
2012;Enfermagem;1360_2012;1360;110580;221100;Privada com fins lucrativos;2008;165,0;47,0;20,0;120;63
2012;Enfermagem;586_2012;586;121848;330240;Pública Federal;2009;110,0;57,0;0,0;65;1821
2012;Fisioterapia;4362_2012;4362;101114;310670;Privada com fins lucrativos;2007;193,0;81,0;14,0;400;211
2012;Enfermagem;316_2012;316;72319;355030;Privada sem fins lucrativos;2004;2282,0;793,0;372,0;596;2670
2012;Enfermagem;663_2012;663;70610;330330;Privada sem fins lucrativos;2004;348,0;86,0;94,0;141;147
2012;Enfermagem;322_2012;322;66514;355030;Privada sem fins lucrativos;2003;448,0;295,0;105,0;460;1066
2012;Enfermagem;384_2012;384;20451;520110;Privada sem fins lucrativos;1999;235,0;76,0;65,0;120;197
2012;Medicina;21_2012;21;1879;431490;Privada sem fins lucrativos;1970;492,0;94,0;79,0;74;2767
2012;Enfermagem;2616_2012;2616;120591;330470;Privada com fins lucrativos;2009;113,0;27,0;0,0;60;68
2012;Odontologia;3193_2012;3193;47918;411990;Privada com fins lucrativos;2001;185,0;8,0;42,0;40;67
2012;Enfermagem;322_2012;322;73384;355030;Privada sem fins lucrativos;2004;150,0;64,0;34,0;460;337
2012;Fisioterapia;402_2012;402;49480;530010;Privada sem fins lucrativos;2001;249,0;64,0;38,0;120;96
2012;Odontologia;384_2012;384;8100;520110;Privada sem fins lucrativos;1971;608,0;144,0;135,0;120;834
2012;Enfermagem;1113_2012;1113;115984;530010;Privada sem fins lucrativos;2008;119,0;38,0;36,0;26;130
2012;Medicina;76_2012;76;3677;420240;Especial;1990;462,0;78,0;68,0;80;2805
2012;Enfermagem;14153_2012;14153;96399;315220;Privada sem fins lucrativos;2006;118,0;36,0;27,0;50;47
2012;Enfermagem;1359_2012;1359;5000191;320390;Privada com fins lucrativos;2010;122,0;43,0;0,0;80;275
2012;Enfermagem;198_2012;198;103900;330455;Privada com fins lucrativos;2007;426,0;39,0;148,0;78;125
2012;Medicina;1917_2012;1917;98409;110004;Privada com fins lucrativos;2007;325,0;46,0;23,0;50;1418
2012;Enfermagem;3669_2012;3669;1124977;292660;Privada com fins lucrativos;2010;210,0;79,0;1,0;100;98
2012;Enfermagem;621_2012;621;18899;270430;Privada sem fins lucrativos;1998;593,0;114,0;108,0;120;370
2012;Fisioterapia;1883_2012;1883;54903;291920;Privada com fins lucrativos;2002;341,0;165,0;79,0;150;730
2012;Medicina;583_2012;583;13996;230440;Pública Federal;1948;987,0;152,0;147,0;160;7701
2012;Enfermagem;1227_2012;1227;69308;290320;Privada sem fins lucrativos;2004;367,0;99,0;86,0;80;163
2012;Fisioterapia;1547_2012;1547;1148248;230730;Privada com fins lucrativos;2012;92,0;101,0;0,0;100;520
2012;Medicina;578_2012;578;13286;292740;Pública Federal;1808;1057,0;173,0;171,0;160;6358
2012;Medicina;586_2012;586;121850;330240;Pública Federal;2009;171,0;69,0;0,0;60;9324
2012;Odontologia;338_2012;338;7492;310620;Privada sem fins lucrativos;1974;621,0;145,0;113,0;120;848
2012;Enfermagem;163_2012;163;111162;330420;Privada com fins lucrativos;2008;144,0;61,0;29,0;120;309
2012;Odontologia;10_2012;10;869;410690;Privada sem fins lucrativos;1977;497,0;131,0;88,0;60;315
2012;Enfermagem;308_2012;308;62081;310350;Privada sem fins lucrativos;2002;60,0;0,0;36,0;40;68
2012;Odontologia;19_2012;19;1631;350950;Privada sem fins lucrativos;1950;234,0;70,0;41,0;95;258
2012;Enfermagem;375_2012;375;74651;355030;Privada sem fins lucrativos;2005;283,0;79,0;100,0;240;175
2012;Fisioterapia;1038_2012;1038;83470;500830;Privada sem fins lucrativos;2005;122,0;15,0;44,0;120;62
2012;Enfermagem;736_2012;736;68380;320320;Privada com fins lucrativos;2004;131,0;13,0;57,0;0;0
2012;Fisioterapia;1586_2012;1586;63678;315250;Privada sem fins lucrativos;2002;156,0;33,0;31,0;60;80
2012;Enfermagem;4362_2012;4362;100662;310670;Privada com fins lucrativos;2007;256,0;82,0;40,0;100;215
2012;Enfermagem;663_2012;663;19247;330100;Privada sem fins lucrativos;1998;363,0;86,0;141,0;227;152
2012;Odontologia;143_2012;143;4585;317010;Privada sem fins lucrativos;1947;674,0;166,0;73,0;150;441
2012;Enfermagem;5670_2012;5670;108710;510180;Privada sem fins lucrativos;2008;320,0;25,0;86,0;120;156
2012;Odontologia;319_2012;319;68042;351550;Privada sem fins lucrativos;2000;343,0;160,0;36,0;160;338
2012;Medicina;56_2012;56;3148;350750;Pública Estadual;1963;551,0;93,0;79,0;90;15384
2012;Enfermagem;8_2012;8;120830;317130;Pública Federal;2009;193,0;66,0;0,0;60;521
2012;Enfermagem;2409_2012;2409;89994;260410;Privada sem fins lucrativos;2006;475,0;91,0;134,0;100;206
2012;Medicina;124_2012;124;87941;350320;Privada sem fins lucrativos;2006;377,0;74,0;58,0;60;1200
2012;Enfermagem;580_2012;580;101153;261640;Pública Federal;2006;272,0;60,0;54,0;60;558
2012;Fisioterapia;1308_2012;1308;57190;320520;Privada com fins lucrativos;2002;28,0;0,0;28,0;240;0
2012;Odontologia;4534_2012;4534;5000759;410690;Privada com fins lucrativos;2011;33,0;38,0;0,0;40;43
2012;Enfermagem;10_2012;10;867;410690;Privada sem fins lucrativos;1954;234,0;59,0;56,0;60;71
2012;Fisioterapia;40_2012;40;91533;292740;Pública Estadual;2006;137,0;60,0;14,0;60;10848
2012;Fisioterapia;3516_2012;3516;66136;310150;Pública Municipal;2003;19,0;0,0;16,0;60;0
2012;Odontologia;1427_2012;1427;1122568;430510;Privada com fins lucrativos;2011;119,0;25,0;0,0;60;145
2012;Fisioterapia;1149_2012;1149;18593;352390;Privada com fins lucrativos;1998;352,0;146,0;47,0;400;426
2012;Enfermagem;403_2012;403;65212;530010;Privada sem fins lucrativos;2003;332,0;74,0;67,0;100;255
2012;Enfermagem;2076_2012;2076;98339;292740;Privada com fins lucrativos;2006;163,0;60,0;10,0;100;189
2012;Enfermagem;2056_2012;2056;59743;355500;Privada com fins lucrativos;2003;109,0;36,0;32,0;100;90
2012;Fisioterapia;316_2012;316;72324;355030;Privada sem fins lucrativos;2004;403,0;171,0;38,0;188;930
2012;Medicina;3371_2012;3371;108014;314800;Privada sem fins lucrativos;2008;291,0;68,0;0,0;60;1366
2012;Enfermagem;2426_2012;2426;1151647;150140;Privada com fins lucrativos;2012;25,0;30,0;0,0;100;310
2012;Odontologia;1422_2012;1422;95047;130260;Privada com fins lucrativos;2007;612,0;261,0;58,0;200;610
2012;Fisioterapia;2754_2012;2754;1074957;110028;Privada com fins lucrativos;2011;67,0;32,0;0,0;100;80
2012;Fisioterapia;1414_2012;1414;54924;110020;Privada com fins lucrativos;2003;264,0;116,0;24,0;100;390
2012;Odontologia;1430_2012;1430;20725;411520;Privada sem fins lucrativos;2000;353,0;139,0;62,0;150;153
2012;Enfermagem;2005_2012;2005;118888;510790;Privada com fins lucrativos;2009;212,0;170,0;0,0;100;143
2012;Medicina;415_2012;415;8554;355030;Privada sem fins lucrativos;1963;660,0;113,0;101,0;100;1828
2012;Odontologia;750_2012;750;50884;170950;Pública Municipal;2001;312,0;93,0;24,0;100;243
2012;Enfermagem;1575_2012;1575;65867;310400;Privada sem fins lucrativos;2003;96,0;0,0;33,0;0;0
2012;Fisioterapia;15015_2012;15015;66655;411180;Pública Estadual;2003;193,0;23,0;47,0;30;320
2012;Enfermagem;376_2012;376;1166229;355030;Privada com fins lucrativos;2012;44,0;146,0;0,0;270;63
2012;Enfermagem;420_2012;420;8689;352900;Privada com fins lucrativos;1989;214,0;70,0;79,0;160;125
2012;Enfermagem;338_2012;338;7491;310620;Privada sem fins lucrativos;1945;539,0;70,0;163,0;120;207
2012;Odontologia;330_2012;330;7415;330350;Privada sem fins lucrativos;1988;211,0;107,0;23,0;65;91
2012;Enfermagem;1196_2012;1196;57386;411520;Privada com fins lucrativos;2002;96,0;47,0;22,0;100;55
2012;Medicina;1734_2012;1734;79007;221100;Privada com fins lucrativos;2005;604,0;145,0;82,0;80;3560
2012;Odontologia;4198_2012;4198;103512;521310;Privada com fins lucrativos;2007;307,0;72,0;33,0;100;171
2012;Enfermagem;3204_2012;3204;91360;510710;Privada com fins lucrativos;2006;213,0;65,0;67,0;90;60
2012;Odontologia;165_2012;165;18595;330455;Privada com fins lucrativos;1997;387,0;168,0;16,0;120;175
2012;Fisioterapia;3618_2012;3618;86623;351300;Privada com fins lucrativos;2007;100,0;34,0;16,0;200;36
2012;Enfermagem;1118_2012;1118;90734;353030;Privada com fins lucrativos;2006;122,0;84,0;15,0;100;103
2012;Fisioterapia;2745_2012;2745;97097;150140;Privada com fins lucrativos;2007;180,0;55,0;0,0;100;118
2012;Enfermagem;19_2012;19;52505;350950;Privada sem fins lucrativos;1972;31,0;0,0;24,0;0;0
2012;Odontologia;1129_2012;1129;99857;354980;Privada sem fins lucrativos;2007;301,0;81,0;33,0;120;119
2012;Enfermagem;578_2012;578;99032;293330;Pública Federal;2006;173,0;41,0;27,0;40;181
2012;Fisioterapia;79_2012;79;150291;351110;Especial;2008;32,0;3,0;11,0;50;19
2012;Fisioterapia;4964_2012;4964;118264;210300;Privada com fins lucrativos;2009;349,0;112,0;0,0;150;272
2012;Enfermagem;2149_2012;2149;1107133;500270;Privada sem fins lucrativos;2010;221,0;149,0;0,0;100;535
2012;Medicina;579_2012;579;13424;250750;Pública Federal;1951;686,0;116,0;93,0;120;7514
2012;Enfermagem;2437_2012;2437;73517;293135;Privada com fins lucrativos;2005;310,0;103,0;114,0;74;376
2012;Enfermagem;3149_2012;3149;118676;312230;Privada com fins lucrativos;2009;156,0;78,0;0,0;100;226
2012;Enfermagem;568_2012;568;121686;210540;Pública Estadual;2008;15,0;0,0;12,0;0;0
2012;Enfermagem;2174_2012;2174;1069984;421660;Privada sem fins lucrativos;2011;49,0;0,0;0,0;100;110
2012;Enfermagem;5077_2012;5077;98667;140005;Pública Estadual;2006;142,0;41,0;31,0;30;614
2012;Enfermagem;352_2012;352;97323;250750;Privada sem fins lucrativos;2006;332,0;140,0;54,0;240;556
2012;Enfermagem;1643_2012;1643;107044;291080;Privada sem fins lucrativos;2008;1142,0;222,0;277,0;200;353
2012;Enfermagem;1292_2012;1292;108662;350010;Especial;2008;16,0;0,0;12,0;60;0
2012;Enfermagem;2647_2012;2647;67569;431690;Privada com fins lucrativos;2004;197,0;121,0;19,0;120;129
2012;Odontologia;56_2012;56;3161;350280;Pública Estadual;1957;510,0;108,0;43,0;110;1196
2012;Enfermagem;3603_2012;3603;100053;351880;Privada com fins lucrativos;2007;163,0;132,0;32,0;200;285
2012;Enfermagem;322_2012;322;59666;354340;Privada sem fins lucrativos;2002;236,0;117,0;51,0;460;390
2012;Fisioterapia;420_2012;420;8675;352900;Privada com fins lucrativos;1988;87,0;32,0;18,0;50;63
2012;Medicina;226_2012;226;5920;354850;Privada sem fins lucrativos;1967;671,0;85,0;104,0;80;1901
2012;Fisioterapia;322_2012;322;49015;355030;Privada sem fins lucrativos;1998;326,0;206,0;50,0;460;431
2012;Enfermagem;609_2012;609;14703;410480;Pública Estadual;1978;164,0;38,0;22,0;40;154
2012;Odontologia;374_2012;374;20110;355030;Privada sem fins lucrativos;2000;646,0;333,0;99,0;350;735
2012;Enfermagem;295_2012;295;64474;431680;Privada sem fins lucrativos;2003;427,0;139,0;55,0;110;149
2012;Enfermagem;568_2012;568;62406;210300;Pública Estadual;2002;152,0;32,0;49,0;30;525
2012;Enfermagem;5370_2012;5370;59208;316860;Privada sem fins lucrativos;2003;73,0;22,0;22,0;80;127
2012;Enfermagem;1986_2012;1986;71475;313670;Privada com fins lucrativos;2004;407,0;135,0;90,0;200;701
2012;Fisioterapia;663_2012;663;15270;330330;Privada sem fins lucrativos;1996;188,0;73,0;48,0;400;110
2012;Enfermagem;667_2012;667;118706;330455;Privada sem fins lucrativos;2009;181,0;52,0;17,0;320;194
2012;Enfermagem;472_2012;472;123184;330455;Privada sem fins lucrativos;2009;226,0;54,0;18,0;120;174
2012;Enfermagem;4259_2012;4259;107038;521000;Privada com fins lucrativos;2008;117,0;31,0;52,0;80;63
2012;Fisioterapia;2935_2012;2935;73354;317010;Privada com fins lucrativos;2004;63,0;10,0;24,0;60;120
2012;Fisioterapia;1232_2012;1232;44287;410690;Privada sem fins lucrativos;1999;124,0;107,0;7,0;350;190
2012;Enfermagem;14321_2012;14321;1101668;230440;Privada com fins lucrativos;2012;219,0;239,0;0,0;240;327
2012;Enfermagem;298_2012;298;19586;411370;Privada com fins lucrativos;1998;196,0;64,0;47,0;170;245
2012;Enfermagem;2494_2012;2494;5000505;353800;Privada sem fins lucrativos;2011;52,0;33,0;0,0;100;50
2012;Enfermagem;1775_2012;1775;99849;260410;Privada com fins lucrativos;2007;564,0;199,0;77,0;250;599
2012;Fisioterapia;374_2012;374;114528;355030;Privada sem fins lucrativos;2009;403,0;375,0;0,0;440;920
2012;Enfermagem;1490_2012;1490;50829;352470;Privada com fins lucrativos;2002;150,0;95,0;61,0;120;53
2012;Fisioterapia;457_2012;457;1122560;355030;Privada com fins lucrativos;2010;14,0;0,0;1,0;90;0
2012;Enfermagem;670_2012;670;21606;350760;Privada sem fins lucrativos;2000;153,0;55,0;50,0;100;168
2012;Enfermagem;513_2012;513;52283;312770;Privada sem fins lucrativos;2002;121,0;44,0;51,0;90;30
2012;Enfermagem;1814_2012;1814;90004;510350;Privada com fins lucrativos;2006;153,0;43,0;18,0;90;130
2012;Enfermagem;2593_2012;2593;95191;230730;Privada com fins lucrativos;2006;335,0;93,0;69,0;60;115
2012;Enfermagem;555_2012;555;11719;230440;Privada sem fins lucrativos;1973;1405,0;258,0;285,0;220;242
2012;Fisioterapia;322_2012;322;99122;352690;Privada sem fins lucrativos;2006;81,0;45,0;17,0;460;125
2012;Enfermagem;47_2012;47;99822;520540;Pública Estadual;2006;100,0;31,0;29,0;40;297
2012;Odontologia;2915_2012;2915;90683;314800;Privada sem fins lucrativos;2006;334,0;108,0;60,0;100;100
2012;Enfermagem;2348_2012;2348;67500;353070;Privada com fins lucrativos;2004;82,0;14,0;28,0;100;80
2012;Fisioterapia;1043_2012;1043;21098;350330;Privada sem fins lucrativos;1999;259,0;113,0;44,0;120;142
2012;Enfermagem;437_2012;437;72799;412770;Privada sem fins lucrativos;2004;77,0;0,0;28,0;0;0
2012;Fisioterapia;4656_2012;4656;104851;353870;Privada com fins lucrativos;2007;188,0;104,0;24,0;150;223
2012;Fisioterapia;1728_2012;1728;117474;110020;Privada com fins lucrativos;2009;124,0;108,0;0,0;200;249
2012;Fisioterapia;750_2012;750;50886;170950;Pública Municipal;2001;191,0;28,0;53,0;100;49
2012;Medicina;586_2012;586;14359;330455;Pública Federal;1808;1244,0;197,0;187,0;194;27715
2012;Enfermagem;1239_2012;1239;68153;520870;Privada com fins lucrativos;2004;492,0;107,0;147,0;100;60
2012;Enfermagem;584_2012;584;121704;520510;Pública Federal;2009;123,0;43,0;0,0;40;133
2012;Enfermagem;2629_2012;2629;1101170;510515;Privada sem fins lucrativos;2011;99,0;45,0;0,0;100;45
2012;Fisioterapia;4452_2012;4452;5000528;150420;Privada com fins lucrativos;2011;105,0;51,0;0,0;50;250
2012;Medicina;375_2012;375;74655;355030;Privada sem fins lucrativos;2005;489,0;112,0;85,0;60;832
2012;Fisioterapia;319_2012;319;21705;351370;Privada sem fins lucrativos;2000;15,0;0,0;15,0;0;0
2012;Fisioterapia;1129_2012;1129;21563;354980;Privada sem fins lucrativos;2000;105,0;31,0;0,0;80;39
2012;Odontologia;688_2012;688;80010;291800;Pública Estadual;2004;230,0;43,0;49,0;52;1586
2012;Enfermagem;663_2012;663;150304;330490;Privada sem fins lucrativos;1997;615,0;222,0;121,0;600;345
2012;Odontologia;266_2012;266;116014;352710;Privada sem fins lucrativos;1954;270,0;89,0;29,0;80;154
2012;Enfermagem;2082_2012;2082;110584;250750;Privada com fins lucrativos;2008;119,0;18,0;37,0;100;136
2012;Fisioterapia;1046_2012;1046;91839;354980;Privada sem fins lucrativos;2007;119,0;37,0;16,0;100;122
2012;Enfermagem;577_2012;577;101938;270030;Pública Federal;2006;227,0;42,0;21,0;40;992
2012;Enfermagem;144_2012;144;96707;260960;Privada sem fins lucrativos;2007;411,0;95,0;73,0;100;130
2012;Fisioterapia;669_2012;669;47708;130260;Privada sem fins lucrativos;2000;190,0;60,0;51,0;69;357
2012;Fisioterapia;694_2012;694;115542;500270;Pública Federal;2008;176,0;57,0;14,0;40;1576
2012;Odontologia;423_2012;423;122800;430700;Privada sem fins lucrativos;2010;125,0;47,0;0,0;40;109
2012;Enfermagem;266_2012;266;72540;353870;Privada sem fins lucrativos;2004;59,0;26,0;19,0;40;69
2012;Medicina;12_2012;12;1026;431560;Pública Federal;1966;404,0;72,0;62,0;70;1844
2012;Enfermagem;13488_2012;13488;1075633;355030;Privada sem fins lucrativos;2012;35,0;40,0;0,0;100;139
2012;Medicina;208_2012;208;18447;354340;Privada sem fins lucrativos;1997;838,0;126,0;119,0;120;6487
2012;Odontologia;583_2012;583;13997;230440;Pública Federal;1916;374,0;75,0;71,0;80;1413
2012;Odontologia;5_2012;5;485;221100;Pública Federal;1961;330,0;80,0;54,0;72;1975
2012;Enfermagem;1735_2012;1735;90529;230730;Privada com fins lucrativos;2005;810,0;190,0;155,0;200;459
2012;Fisioterapia;586_2012;586;14373;330455;Pública Federal;1994;344,0;90,0;57,0;88;5157
2012;Enfermagem;1075_2012;1075;96446;250750;Privada com fins lucrativos;2006;189,0;112,0;25,0;120;159
2012;Fisioterapia;1092_2012;1092;73163;350600;Privada com fins lucrativos;2005;163,0;70,0;27,0;100;181
2012;Odontologia;718_2012;718;18675;240810;Privada com fins lucrativos;1997;776,0;247,0;87,0;200;528
2012;Enfermagem;5_2012;5;99864;220800;Pública Federal;2006;471,0;104,0;85,0;100;1679
2012;Enfermagem;338_2012;338;75740;315180;Privada sem fins lucrativos;2005;247,0;42,0;65,0;120;87
2012;Fisioterapia;456_2012;456;21715;355030;Privada sem fins lucrativos;2000;187,0;101,0;51,0;280;319
2012;Enfermagem;1034_2012;1034;8407;260960;Privada sem fins lucrativos;1986;884,0;220,0;182,0;180;234
2012;Odontologia;481_2012;481;9836;351880;Privada sem fins lucrativos;1992;616,0;283,0;89,0;200;757
2012;Enfermagem;55_2012;55;21371;354340;Pública Estadual;1953;295,0;80,0;70,0;80;275
2012;Medicina;591_2012;591;14563;355030;Pública Federal;1933;744,0;124,0;117,0;121;15188
2012;Fisioterapia;20_2012;20;20949;431410;Privada sem fins lucrativos;1999;251,0;56,0;45,0;50;84
2012;Fisioterapia;4_2012;4;101651;130120;Pública Federal;2005;230,0;40,0;11,0;40;150
2012;Fisioterapia;2023_2012;2023;100093;291170;Privada com fins lucrativos;2006;170,0;40,0;35,0;40;90
2012;Odontologia;76_2012;76;19454;420240;Especial;1998;174,0;46,0;27,0;60;134
2012;Enfermagem;457_2012;457;89114;355030;Privada com fins lucrativos;2006;1,0;0,0;1,0;90;0
2012;Enfermagem;316_2012;316;66288;355030;Privada sem fins lucrativos;2001;2326,0;759,0;330,0;703;3451
2012;Medicina;489_2012;489;9988;330630;Privada sem fins lucrativos;1968;699,0;89,0;118,0;80;1951
2012;Medicina;2564_2012;2564;13453;250400;Pública Federal;1979;530,0;102,0;78,0;90;10057
2012;Enfermagem;14156_2012;14156;84648;316860;Privada sem fins lucrativos;2005;96,0;66,0;32,0;120;132
2012;Fisioterapia;2132_2012;2132;98059;120040;Privada com fins lucrativos;2007;449,0;311,0;31,0;200;568
2012;Fisioterapia;266_2012;266;6397;353870;Privada sem fins lucrativos;1976;320,0;106,0;51,0;160;199
2012;Fisioterapia;322_2012;322;65874;354850;Privada sem fins lucrativos;2003;275,0;199,0;26,0;460;534
2012;Medicina;307_2012;307;7105;310560;Privada sem fins lucrativos;1971;693,0;107,0;102,0;105;2780
2012;Fisioterapia;1336_2012;1336;38328;410480;Privada sem fins lucrativos;2000;129,0;67,0;2,0;150;147
2012;Enfermagem;322_2012;322;73406;354970;Privada sem fins lucrativos;2004;21,0;19,0;17,0;230;136
2012;Enfermagem;351_2012;351;110578;310620;Privada sem fins lucrativos;2009;156,0;33,0;31,0;100;57
2012;Fisioterapia;3817_2012;3817;1047526;250750;Privada sem fins lucrativos;;340,0;261,0;0,0;240;140
2012;Medicina;549_2012;549;53338;120040;Pública Federal;2001;255,0;46,0;39,0;40;7331
2012;Enfermagem;3966_2012;3966;98719;314430;Privada sem fins lucrativos;2006;70,0;3,0;18,0;40;32
2012;Enfermagem;322_2012;322;59690;354990;Privada sem fins lucrativos;2002;415,0;165,0;100,0;460;423
2012;Odontologia;355_2012;355;7716;410690;Privada com fins lucrativos;1992;215,0;76,0;57,0;76;194
2012;Fisioterapia;1758_2012;1758;119812;293330;Privada com fins lucrativos;2009;330,0;100,0;0,0;120;590
2012;Enfermagem;3937_2012;3937;96965;352050;Privada com fins lucrativos;2007;112,0;12,0;59,0;200;24
2012;Enfermagem;206_2012;206;50965;355030;Privada sem fins lucrativos;2002;1160,0;285,0;195,0;300;647
2012;Enfermagem;32_2012;32;1122371;270430;Pública Estadual;2008;192,0;46,0;24,0;40;480
2012;Enfermagem;83_2012;83;303930;420820;Privada sem fins lucrativos;1980;255,0;123,0;44,0;110;198
2012;Fisioterapia;4530_2012;4530;114604;270430;Privada com fins lucrativos;2009;224,0;157,0;0,0;128;227
